0,0.046,0.165,0.992
0,0.05,0.131,1.001
0,0.062,0.139,0.996
0.235,0.083,0.141,1
0.235,0.075,0.133,0.998
0.235,0.067,0.142,0.996
0.469,0.046,0.138,1
0.469,0.055,0.132,1
0.469,0.051,0.132,0.998
0.703,0.079,0.134,0.992
0.703,0.129,0.135,0.991
0.703,0.125,0.135,0.998
0.954,0.083,0.132,0.993
0.954,0.044,0.134,0.994
0.954,0.046,0.122,1.003
1.172,0.043,0.143,1.009
1.172,0.006,0.155,1.004
1.172,-0.01,0.158,0.999
1.422,-0.008,0.181,0.999
1.422,-0.015,0.178,1.001
1.422,-0.019,0.177,1.007
1.657,0.001,0.154,1.009
1.657,0.043,0.164,0.99
1.657,0.031,0.087,1.003
1.891,-0.006,0.08,0.994
1.891,0.019,0.101,1.007
1.891,0.01,0.135,0.998
2.125,0.046,0.14,0.998
2.125,0.105,0.137,0.999
2.125,0.134,0.151,0.99
2.375,0.136,0.178,0.984
2.375,0.121,0.185,0.99
