21.188,0.078,0.315,0.96
21.188,0.08,0.288,0.964
21.422,0.123,0.302,0.963
21.422,0.112,0.336,0.957
21.422,0.119,0.341,0.953
21.641,0.106,0.322,0.951
21.641,0.094,0.313,0.958
21.641,0.135,0.313,0.96
21.938,0.074,0.315,0.968
21.938,0.068,0.311,0.962
21.938,0.138,0.338,0.954
22.125,0.155,0.353,0.951
22.125,0.123,0.375,0.952
22.125,0.115,0.386,0.949
22.406,0.095,0.363,0.953
22.406,0.125,0.334,0.953
22.406,0.105,0.301,0.96
22.609,0.024,0.323,0.957
22.609,0.061,0.299,0.958
22.609,0.109,0.325,0.959
22.844,0.097,0.313,0.963
22.844,0.073,0.295,0.96
22.844,0.153,0.369,0.945
23.094,0.132,0.388,0.943
23.094,0.107,0.386,0.943
23.094,0.107,0.362,0.942
23.313,0.111,0.35,0.948
23.313,0.107,0.334,0.953
23.313,0.095,0.336,0.954
23.594,0.09,0.339,0.957
23.594,0.077,0.332,0.958
23.594,0.081,0.337,0.955
