8.797,0.052,-0.236,0.987
8.797,0.053,-0.211,0.989
8.797,0.039,-0.165,0.991
9.031,0.043,-0.097,0.98
9.031,0.05,0.03,0.948
9.031,0.048,0.222,0.894
9.281,0.038,0.44,0.817
9.281,0.069,0.655,0.738
9.281,0.1,0.805,0.659
9.515,0.086,0.768,0.589
9.515,0.072,0.927,0.508
9.515,0.114,1.136,0.417
9.797,0.112,1.096,0.387
9.797,0.104,1.012,0.393
9.797,0.083,0.97,0.404
9.984,0.117,1.033,0.43
9.984,0.129,1.069,0.46
9.984,0.066,0.951,0.509
10.218,0.052,0.875,0.58
10.218,0.033,0.78,0.666
10.218,0.031,0.626,0.752
10.468,0.065,0.445,0.83
10.468,0.089,0.272,0.886
10.468,0.019,0.053,0.935
10.703,-0.012,-0.121,0.969
10.703,0.004,-0.161,0.982
10.703,0.059,-0.142,0.961
10.937,0.022,-0.279,0.965
10.937,-0.029,-0.382,0.952
10.937,-0.011,-0.373,0.941
11.172,-0.021,-0.343,0.942
11.172,0.005,-0.342,0.944
11.172,0.026,-0.374,0.943
