13.328,-0.021,0.38,0.791
13.578,-0.025,-0.22,0.745
13.578,-0.108,-0.975,0.958
13.578,-0.054,-0.768,0.891
13.813,-0.02,-0.537,0.812
13.813,-0.03,-0.557,0.844
13.813,-0.03,-0.62,0.881
14.031,-0.037,-0.611,0.901
14.031,-0.017,-0.474,0.912
14.031,0.025,-0.243,0.917
14.281,0.04,0.114,0.887
14.281,0.107,0.472,0.871
14.281,0.07,0.415,0.955
14.5,0.029,0.294,0.982
14.5,0.034,0.324,0.952
14.5,0.058,0.357,0.956
14.75,0.069,0.367,0.963
14.75,0.085,0.384,0.945
14.75,0.126,0.658,0.85
15.016,0.045,0.418,0.745
