7.018,5.793,8.354,-10.488
7.128,2.317,5.305,-12.744
7.128,-3.293,1.829,-12.012
7.128,-7.744,-2.134,-13.78
7.268,-9.756,-7.805,-20.183
7.268,-11.341,-14.878,-33.659
7.268,-12.683,-26.89,-59.512
7.362,-12.866,-43.902,-110.427
7.362,-13.415,-64.085,-170.854
7.362,-14.268,-82.378,-224.817
7.487,-11.098,-98.354,-255.427
7.487,-13.415,-113.902,-266.281
7.487,-19.451,-110.366,-253.293
7.628,-17.378,-80.061,-208.232
7.628,-6.28,-38.11,-137.134
7.628,0.854,-16.585,-57.805
7.737,3.963,-8.354,-4.39
7.737,5.976,-5.793,9.451
7.737,4.39,-5.061,7.378
7.846,2.927,-2.5,7.073
7.846,3.293,-1.159,10.61
7.846,4.024,4.39,23.476
7.971,6.89,17.134,48.415
7.971,15.854,30.976,89.207
7.971,24.146,50.793,141.037
8.081,29.817,66.524,193.049
8.081,32.134,75.061,225.793
8.081,17.866,80.183,231.037
8.206,5,78.171,211.403
8.206,-2.073,68.293,149.329
8.206,-4.512,54.695,89.634
8.315,-1.159,39.207,43.049
8.315,1.585,21.585,13.293
