7.39,-0.061,-0.122,-3.476
7.39,0.122,-0.671,-6.951
7.5,0.366,-1.89,-7.073
7.5,0.366,-2.622,-7.317
7.5,-0.549,-2.561,-10.671
7.625,-1.22,-2.622,-14.451
7.625,-1.524,-4.268,-20
7.625,-2.134,-7.134,-32.805
7.75,-5.244,-10.183,-57.744
7.75,-8.232,-6.28,-82.317
7.75,-7.561,-4.085,-97.561
7.859,-5.671,-8.415,-101.159
7.859,-5.915,-14.085,-93.049
7.859,-6.707,-13.659,-73.902
7.984,-6.89,-12.561,-53.11
7.984,-7.195,-11.463,-39.024
7.984,-7.012,-10.976,-31.707
8.094,-7.378,-10.671,-27.866
8.094,-8.659,-14.512,-29.939
8.094,-10.793,-19.207,-42.5
8.219,-15.976,-21.768,-65.671
8.219,-15.488,-15.732,-74.146
8.219,-9.695,-10.854,-55.488
8.344,-4.634,-5.549,-33.902
8.344,-0.244,-5.183,-23.354
8.344,1.098,-5.122,-13.963
8.453,0.915,-2.866,-9.329
8.453,-0.305,-3.963,-8.171
8.453,-0.61,-4.512,-4.024
8.562,1.585,-3.171,2.317
8.562,4.39,-1.28,13.049
8.562,6.037,0.549,24.939
8.703,4.817,0.183,33.171
8.703,0.732,4.146,38.11
8.703,0.305,13.841,44.329
8.812,3.659,17.866,57.744
8.812,5.305,23.11,74.756
8.812,8.049,20.976,85.244
8.922,7.5,19.146,89.878
8.922,4.512,11.951,79.207
8.922,-1.951,4.634,56.098
9.047,1.159,-0.671,35.305
9.047,4.39,0.976,30.488
9.047,3.537,6.037,38.902
9.172,2.378,8.72,39.878
9.172,4.695,12.988,51.22
9.172,9.207,10.244,61.707
9.297,14.451,10.915,70.915
9.297,13.902,4.512,65.549
9.297,8.598,-1.159,46.402
9.406,6.463,-0.61,25.427
9.406,2.073,1.524,12.195
9.406,0.122,1.829,7.5
9.515,1.707,4.756,8.72
9.515,5.488,6.159,13.598
9.515,10.061,5.549,14.939
9.64,13.659,4.573,11.585
9.64,11.951,2.866,4.878
