15.455,0.096,0.273,0.971
15.705,0.094,0.224,0.969
15.705,0.094,0.223,0.963
15.705,0.09,0.343,0.952
15.939,0.087,0.352,0.935
15.939,0.087,0.393,0.895
15.939,0.071,0.535,0.854
16.173,0.099,0.687,0.828
16.173,0.106,0.604,0.816
16.173,0.047,0.534,0.791
16.423,0.066,0.653,0.758
16.423,0.091,0.865,0.707
16.423,0.105,0.825,0.676
16.658,0.083,0.79,0.654
16.658,0.07,0.849,0.63
16.658,0.078,0.932,0.623
16.892,0.071,0.923,0.637
16.892,0.085,0.84,0.67
16.892,0.09,0.764,0.71
17.126,0.077,0.643,0.774
17.126,0.083,0.543,0.831
17.126,0.09,0.398,0.886
17.361,0.099,0.335,0.923
17.361,0.08,0.344,0.942
17.361,0.065,0.298,0.958
17.611,0.072,0.215,0.972
17.611,0.06,0.17,0.984
17.611,0.067,0.16,0.992
17.845,0.081,0.152,0.992
17.845,0.082,0.179,0.987
17.845,0.09,0.252,0.98
