3.094,0.051,0.044,1.009
3.094,0.055,0.102,0.997
3.297,0.066,0.18,0.977
3.297,0.081,0.295,0.933
3.297,0.095,0.431,0.892
3.547,0.097,0.505,0.859
3.547,0.094,0.553,0.802
3.547,0.124,0.762,0.73
3.781,0.154,0.939,0.706
3.781,0.124,0.77,0.711
3.781,0.116,0.719,0.712
4.015,0.111,0.736,0.723
4.015,0.114,0.756,0.729
4.015,0.129,0.793,0.741
4.25,0.123,0.712,0.772
4.25,0.111,0.602,0.813
4.25,0.095,0.516,0.854
4.5,0.085,0.437,0.892
4.5,0.08,0.374,0.926
4.5,0.076,0.347,0.948
4.75,0.072,0.301,0.969
4.75,0.062,0.221,0.98
4.75,0.043,0.171,0.994
4.969,0.033,0.099,1.004
4.969,0.036,0.077,1.005
4.969,0.054,0.094,1.003
5.203,0.05,0.113,1.006
5.203,0.055,0.116,1.007
