3.328,6.768,-5.305,10.671
3.438,6.951,0.549,14.39
3.438,4.695,3.476,12.561
3.438,2.134,4.329,9.085
3.563,1.524,4.756,7.317
3.563,0.244,3.354,8.354
3.563,-0.061,8.11,19.695
3.688,4.634,32.439,62.744
3.688,18.902,73.72,142.866
3.688,28.902,119.512,244.024
3.797,36.585,142.927,303.963
3.797,49.329,148.476,315.122
3.797,53.049,137.744,288.659
3.922,45.549,114.207,238.781
3.922,31.646,71.159,159.756
3.922,13.171,35.427,69.329
4.05,0.61,20.061,12.927
4.05,-3.049,16.037,-7.866
4.05,-2.134,8.11,-13.537
4.159,-4.939,-0.915,-15.488
4.159,-6.159,-14.329,-27.805
4.159,-10.122,-32.988,-59.39
4.269,-14.268,-59.512,-124.329
4.269,-24.146,-94.756,-217.561
4.269,-31.585,-114.573,-294.695
4.394,-22.134,-118.354,-321.159
4.394,-11.89,-111.646,-295.671
4.394,-11.22,-97.988,-235.061
4.519,-18.659,-85.976,-168.72
4.519,-18.841,-73.841,-113.598
4.519,-12.012,-50.549,-65.915
4.628,-3.963,-28.11,-28.963
4.628,0.122,-14.634,-3.171
