14.266,1.28,-1.159,2.439
14.391,1.22,-0.061,6.89
14.391,1.098,1.341,9.329
14.391,0.549,3.354,12.012
14.516,0.549,5.549,19.329
14.516,0.366,5.793,27.805
14.516,1.646,9.451,44.39
14.625,5.854,9.634,67.012
14.625,9.756,10.061,83.11
14.625,11.646,12.988,101.037
14.75,13.415,12.195,112.683
14.75,11.951,15.122,125.061
14.75,10.854,15.793,133.598
14.891,10.61,14.024,133.171
14.891,9.817,17.195,131.037
14.891,10.549,19.207,125.915
14.984,10.549,17.378,116.646
14.984,11.524,17.622,105.183
14.984,12.744,15.976,89.573
15.109,13.171,14.024,71.098
15.109,14.756,12.927,51.829
15.109,12.988,9.756,35.732
15.219,8.476,7.134,27.195
15.219,11.098,4.573,14.573
15.219,9.146,3.171,0.549
15.344,5.061,0.61,-5.732
15.344,1.951,-0.854,-3.902
15.344,-1.524,-1.89,-2.134
15.453,-2.805,-2.378,-4.634
15.453,-2.256,-2.988,-9.817
15.453,-2.927,-3.72,-15.732
15.578,-3.354,-5.122,-25.488
15.578,-3.476,-8.476,-43.72
15.578,-4.329,-9.268,-65.732
15.703,-4.939,-8.354,-86.829
15.703,-7.256,-10.488,-105.305
15.703,-15.183,-12.317,-117.256
15.812,-15.61,-11.524,-123.842
15.812,-15.183,-13.049,-112.561
15.812,-16.037,-18.232,-99.146
15.937,-9.878,-16.951,-84.756
15.937,-5.732,-16.463,-68.537
15.937,-5.122,-21.341,-58.171
16.109,-6.524,-27.683,-45
16.109,-4.695,-27.012,-40.732
16.109,-3.963,-23.11,-50.244
16.187,-6.159,-20.244,-58.537
16.187,-7.805,-18.11,-65.732
16.187,-7.683,-14.207,-70.183
16.297,-7.195,-10,-70.122
16.297,-7.439,-8.659,-63.171
16.297,-6.89,-10.366,-48.841
16.406,-4.878,-10.244,-36.28
16.406,-1.768,-7.866,-25.366
16.406,0.183,-5.976,-18.476
16.531,0.732,-3.78,-13.049
16.531,1.402,-1.829,-4.085
