4.969,-0.122,0.915,0.122
4.969,0.305,0.549,4.329
5.094,0.549,0.793,6.707
5.094,0.793,1.585,7.439
5.094,1.098,1.646,8.598
5.219,1.524,2.744,15.854
5.219,1.707,2.561,31.341
5.219,2.439,0.854,46.341
5.328,5.244,1.28,58.598
5.328,6.646,1.707,67.317
5.328,8.78,3.902,76.646
5.437,10.427,6.402,90.488
5.437,12.988,8.963,108.72
5.437,12.805,8.293,121.159
5.562,10.915,8.293,123.659
5.562,11.037,10.244,120.427
5.562,10.183,11.159,113.11
5.672,8.11,9.268,100.732
5.672,9.024,9.085,86.28
5.672,12.5,9.39,70.244
5.797,12.012,6.951,49.512
5.797,10.976,4.878,26.463
5.797,10.366,3.963,7.5
5.922,7.195,1.829,-4.024
5.922,4.512,-0.305,-6.768
5.922,3.659,-1.524,-6.89
6.031,1.098,-2.256,-8.11
6.031,-1.524,-1.646,-12.561
6.031,-2.927,0.366,-20.549
6.14,-4.634,-1.768,-30.732
6.14,-3.354,-5.122,-42.988
6.14,-2.195,-7.988,-58.72
6.265,-5.671,-8.415,-73.171
6.265,-8.841,-6.707,-82.256
6.265,-11.89,-7.744,-86.768
6.39,-10.366,-8.537,-89.39
6.39,-11.829,-7.012,-86.89
6.39,-13.293,-6.585,-83.537
6.515,-14.024,-5.854,-78.415
6.515,-13.11,-6.768,-73.72
6.515,-9.451,-6.585,-67.317
6.625,-8.415,-5.732,-60.122
6.625,-9.085,-6.402,-54.512
6.625,-9.207,-6.768,-50.427
6.75,-8.049,-3.415,-45.061
6.75,-6.585,0.061,-38.963
6.75,-6.707,0.671,-32.012
6.859,-6.463,0.122,-24.939
6.859,-4.573,0.976,-17.439
6.859,-3.171,1.707,-10.305
6.984,-1.585,1.524,-4.695
6.984,0.183,1.159,-0.183
