 14:27:39.037,-0.2252,7.4652,87.8247
 14:27:39.136,-0.5383,7.2345,88.363
 14:27:39.236,-0.3076,7.1906,85.0397
 14:27:39.335,-0.6647,7.7948,78.0524
 14:27:39.435,-2.9883,9.0747,63.8141
 14:27:39.535,-3.4167,10.2777,47.1423
 14:27:39.635,0.2582,11.4532,37.9468
 14:27:39.734,3.219,13.0243,30.8167
 14:27:39.834,4.8065,13.8757,26.1365
 14:27:39.933,5.4822,14.469,24.1205
 14:27:40.032,5.993,15.0952,23.8788
 14:27:40.133,6.8829,15.3424,24.3842
 14:27:40.232,6.9379,15.6226,25.0049
 14:27:40.332,6.3611,15.8533,25.7135
 14:27:40.431,5.0208,16.0895,27.1802
 14:27:40.531,4.1748,16.1609,29.0039
 14:27:40.631,3.252,16.1115,30.8826
 14:27:40.731,2.5708,16.3641,32.9041
 14:27:40.848,1.3348,16.6827,34.5026
