 09:57:37.150,-1.0272,-3.0322,90.9943
 09:57:37.253,-0.9998,-2.7466,91.0876
 09:57:37.337,-1.0162,-1.9775,91.0547
 09:57:37.470,-1.3239,0.4285,91.0931
 09:57:37.536,-2.0435,6.0315,91.2744
 09:57:37.636,-3.0322,15.5731,91.1646
 09:57:37.736,-4.5648,28.2733,91.5491
 09:57:37.862,-5.2185,40.5176,93.4607
 09:57:37.935,-3.7463,49.444,97.5037
 09:57:38.035,-0.3076,54.3988,104.8535
 09:57:38.134,2.2302,56.6455,113.1866
 09:57:38.248,1.7578,56.8323,119.4434
 09:57:38.334,-0.7141,55.0415,123.7555
 09:57:38.466,-2.5433,51.7072,128.2434
 09:57:38.533,-3.642,47.6807,132.7313
 09:57:38.632,-4.6417,41.1273,135.2856
 09:57:38.733,-5.3064,32.0251,135.0604
 09:57:38.832,-5.3888,23.335,131.3031
 09:57:38.932,-4.834,15.2435,127.9797
 09:57:39.058,-4.1968,8.1299,124.6948
 09:57:39.131,-3.8947,2.0654,121.3824
 09:57:39.230,-3.7189,-2.5049,118.8226
 09:57:39.330,-3.6035,-5.7184,116.8506
 09:57:39.430,-3.5706,-8.8,114.9445
 09:57:39.529,-3.4717,-11.3324,113.324
 09:57:39.629,-2.8345,-13.0243,111.8243
 09:57:39.728,-2.0929,-13.7164,110.863
 09:57:39.858,-1.6095,-13.8538,110.3632
 09:57:39.928,-1.4117,-13.4912,109.5447
 09:57:40.030,-1.5216,-12.9749,108.1604
 09:57:40.127,-1.5161,-12.5739,106.9794
 09:57:40.246,-1.4557,-11.7883,106.073
