 10:05:08.260,-3.5651,-6.059,67.7802
 10:05:08.357,-3.642,-5.8447,67.7197
 10:05:08.444,-3.7299,-5.4382,67.6978
 10:05:08.576,-4.0375,-3.8727,67.7692
 10:05:08.644,-5.8063,1.4502,67.3846
 10:05:08.743,-9.245,12.1783,65.0061
 10:05:08.843,-13.678,22.3462,62.3969
 10:05:08.969,-19.5007,31.4648,57.8815
 10:05:09.042,-24.8346,38.54,53.1793
 10:05:09.142,-23.7085,41.5393,53.9319
 10:05:09.242,-23.5217,40.3528,52.7728
 10:05:09.341,-22.5659,38.3313,52.7289
 10:05:09.441,-20.4236,34.3597,54.5856
 10:05:09.557,-15.4742,27.0044,57.8375
 10:05:09.640,-9.1351,17.2156,61.4355
 10:05:09.774,-2.1808,4.2297,64.0833
 10:05:09.839,1.7139,-6.1414,65.8301
 10:05:09.938,1.0986,-9.7009,66.2036
 10:05:10.039,-0.6427,-9.6844,66.2311
 10:05:10.138,-0.6702,-10.1514,66.4343
 10:05:10.238,-0.2362,-11.7499,65.8356
 10:05:10.337,0.0165,-13.4473,65.9949
 10:05:10.437,0.1703,-14.87,65.2423
 10:05:10.536,0.2637,-17.1057,64.8853
 10:05:10.636,0.1593,-18.3527,63.5669
 10:05:10.737,0.4285,-19.3524,62.4243
 10:05:10.836,-0.1373,-20.4291,62.7429
 10:05:10.949,1.0217,-20.8466,63.0615
