 14:39:58.328,-3.8068,-1.1755,41.1768
 14:39:58.429,-5.4987,-0.033,33.9093
 14:39:58.528,-10.2722,1.6534,13.1726
 14:39:58.643,-13.3978,2.5433,-0.8295
 14:39:58.727,-12.2992,2.2961,-1.6205
 14:39:58.863,-11.6235,2.3676,1.0162
 14:39:58.925,-9.7943,2.3785,10.9644
 14:39:59.026,-7.7618,2.1863,24.2139
 14:39:59.125,-5.6744,2.0435,34.8871
 14:39:59.246,-4.1638,1.8512,40.5505
 14:39:59.325,-2.7411,1.9391,44.8737
 14:39:59.424,-2.5214,2.2852,46.4667
 14:39:59.523,-2.7026,2.3895,46.9281
 14:39:59.623,-2.5928,2.5708,47.3291
 14:39:59.723,-2.2906,2.6862,47.851
 14:39:59.823,-2.1808,2.5598,47.8455
 14:39:59.922,-2.395,2.5983,47.6587
 14:40:00.022,-3.0652,2.8784,47.3566
 14:40:00.122,-3.5706,2.9388,46.9446
 14:40:00.242,-3.9606,2.9938,46.3898
 14:40:00.321,-4.6802,3.1915,45.7196
 14:40:00.421,-5.4602,3.1915,45.0604
 14:40:00.520,-5.9161,3.0048,44.4836
 14:40:00.620,-6.2292,2.8235,44.1046
 14:40:00.720,-6.6193,2.8235,43.9673
 14:40:00.852,-6.8939,2.7631,43.6816
 14:40:00.919,-7.1686,2.6917,43.2587
 14:40:01.018,-7.2784,2.7081,43.0005
 14:40:01.118,-7.3004,2.8455,42.8851
 14:40:01.229,-7.2729,2.9498,42.7698
