12.126,0.045,0.118,0.978
12.126,0.037,-0.047,0.973
12.126,0.026,-0.138,0.958
12.36,0.013,-0.203,0.937
12.36,0.005,-0.364,0.923
12.36,-0.014,-0.533,0.896
12.595,-0.034,-0.611,0.881
12.595,-0.045,-0.56,0.854
12.595,-0.015,-0.496,0.851
12.845,0.003,-0.5,0.855
12.845,-0.005,-0.561,0.873
12.845,-0.015,-0.578,0.902
13.079,-0.011,-0.461,0.915
13.079,0.01,-0.271,0.922
13.079,0.043,-0.149,0.951
13.313,0.07,-0.067,0.97
13.313,0.064,0.027,0.979
13.313,0.043,0.11,0.987
13.548,0.04,0.173,0.981
13.548,0.047,0.232,0.981
13.548,0.056,0.275,0.979
13.782,0.065,0.278,0.981
13.782,0.07,0.316,0.97
13.782,0.06,0.245,0.975
