7.375,0.072,0.23,0.916
7.375,0.072,-0.012,0.93
7.375,0.068,-0.115,0.923
7.625,0.004,-0.336,0.882
7.625,-0.004,-0.475,0.838
7.625,-0.021,-0.622,0.801
7.859,-0.015,-0.74,0.755
7.859,-0.017,-0.761,0.71
7.859,-0.021,-0.737,0.692
8.094,-0.025,-0.736,0.684
8.094,-0.017,-0.745,0.679
8.094,-0.016,-0.731,0.689
8.328,-0.021,-0.694,0.702
8.328,-0.012,-0.731,0.721
8.328,-0.019,-0.739,0.763
8.578,-0.009,-0.646,0.813
8.578,0.024,-0.438,0.846
8.578,0.034,-0.211,0.898
8.812,0.045,-0.074,0.943
8.812,0.058,0.077,0.941
8.812,0.083,0.24,0.933
9.047,0.074,0.278,0.935
9.047,0.075,0.4,0.899
9.047,0.062,0.576,0.873
9.281,0.071,0.64,0.861
9.281,0.074,0.613,0.858
9.281,0.075,0.559,0.864
9.515,0.079,0.559,0.869
9.515,0.095,0.601,0.874
