13.781,0.114,0.138,1
13.781,0.129,0.156,0.994
13.781,0.106,0.187,0.99
14.015,0.072,0.218,0.989
14.015,0.03,0.132,1.005
14.015,0.056,0.117,1.009
14.25,0.038,0.129,1.008
14.25,0.023,0.126,1.013
14.25,-0.027,0.117,1.011
14.484,-0.035,0.154,1.001
14.484,0.028,0.157,1.007
14.484,0.031,0.129,1.01
14.75,0.005,0.108,1.012
14.75,0.009,0.124,1.009
14.75,0.031,0.173,0.995
14.969,0.063,0.18,0.996
14.969,0.065,0.179,0.995
14.969,0.126,0.156,0.99
15.203,0.149,0.187,0.99
15.203,0.105,0.217,0.992
15.203,0.101,0.224,0.991
15.437,0.106,0.22,0.992
15.437,0.108,0.205,0.991
