 13:58:21.949,35.0739,46.4447,41.3306
 13:58:22.048,35.2826,46.4996,41.4624
 13:58:22.148,35.5188,46.5436,41.5503
 13:58:22.247,35.6506,46.5326,41.5448
 13:58:22.347,35.6561,46.5161,41.4404
 13:58:22.447,35.7605,46.5601,41.5778
 13:58:22.546,35.7935,46.626,41.5613
 13:58:22.646,34.1565,46.0107,40.3912
 13:58:22.744,23.4119,39.4739,28.1854
 13:58:22.845,11.4697,21.4563,13.5297
 13:58:22.944,5.1965,-1.2634,6.6193
 13:58:23.044,0.434,-17.8308,7.4048
 13:58:23.144,0.0659,-24.0985,8.5583
 13:58:23.243,0.2252,-25.752,10.3931
 13:58:23.343,-0.6976,-25.8344,12.2662
 13:58:23.443,-1.2579,-25.6256,14.48
 13:58:23.542,-1.7908,-25.1367,16.0016
 13:58:23.641,-1.5381,-24.5764,17.1387
 13:58:23.742,-0.7031,-22.8241,19.0118
 13:58:23.841,-0.2637,-20.0061,21.1707
 13:58:23.941,-0.5383,-19.0448,22.1594
 13:58:24.041,-0.5603,-18.4735,22.6758
 13:58:24.140,-0.4889,-17.8363,23.0933
 13:58:24.248,-0.3845,-17.0508,23.5931
