 14:10:22.288,-3.7793,-3.4717,26.2958
 14:10:22.387,-2.2742,-14.3646,24.093
 14:10:22.487,-1.2415,-31.734,21.5002
 14:10:22.587,-1.3678,-47.038,20.0116
 14:10:22.686,-1.5765,-55.3711,19.7754
 14:10:22.787,-1.6479,-55.9918,20.7971
 14:10:22.886,-1.5765,-51.2183,21.9891
 14:10:22.986,-2.2797,-42.6819,23.2855
 14:10:23.086,-3.4387,-31.712,25.0818
 14:10:23.185,-4.3451,-20.1764,26.2628
 14:10:23.285,-5.4767,-10.5304,26.8011
 14:10:23.384,-6.004,-4.5264,27.1747
 14:10:23.484,-6.2128,-1.7139,27.2845
 14:10:23.584,-6.3226,-0.0714,27.1252
 14:10:23.695,-6.1578,1.0107,27.1637
 14:10:23.783,-5.8063,1.8237,27.4109
 14:10:23.883,-5.5096,2.384,27.7679
 14:10:23.983,-4.3066,2.6147,28.96
 14:10:24.082,-1.9006,2.7356,30.8221
 14:10:24.182,-0.4999,2.6971,31.2671
 14:10:24.298,1.9775,2.8949,31.1572
 14:10:24.381,3.5046,3.0212,30.7947
 14:10:24.481,2.9498,2.7356,30.0146
 14:10:24.580,1.8292,2.2961,29.1193
 14:10:24.680,0.3241,1.8073,28.2458
 14:10:24.780,-0.7031,1.5216,27.5098
 14:10:24.889,-1.9446,1.1426,26.7517
