9.281,0.076,0.28,0.972
9.562,0.087,0.283,0.972
9.562,0.098,0.269,0.974
9.562,0.091,0.271,0.974
9.75,0.094,0.294,0.97
9.75,0.104,0.279,0.972
9.75,0.109,0.264,0.965
10,0.139,0.277,0.969
10,0.14,0.27,0.973
10,0.122,0.257,0.973
10.234,0.085,0.279,0.978
10.234,0.082,0.287,0.966
10.234,0.097,0.278,0.969
10.469,0.085,0.305,0.972
10.469,0.084,0.304,0.969
10.469,0.105,0.266,0.972
10.75,0.1,0.274,0.97
10.75,0.115,0.278,0.972
10.75,0.118,0.276,0.972
10.938,0.103,0.293,0.969
10.938,0.082,0.284,0.966
10.938,0.076,0.295,0.966
11.203,0.15,0.294,0.964
11.203,0.164,0.278,0.964
11.203,0.135,0.271,0.964
11.422,0.114,0.291,0.961
11.422,0.114,0.319,0.962
11.422,0.161,0.304,0.961
11.656,0.159,0.295,0.958
11.656,0.149,0.297,0.958
