6.422,0.127,0.123,1.003
6.422,0.067,0.156,0.994
6.64,0.037,0.182,0.993
6.64,0.033,0.19,0.998
6.64,0.032,0.188,0.997
6.89,0.023,0.174,1.006
6.89,0.008,0.173,1
6.89,0.002,0.156,1.009
7.109,0.008,0.169,1.001
7.109,0.045,0.199,0.995
7.109,0.053,0.193,1.002
7.343,0.053,0.174,1.003
7.343,0.017,0.157,1.004
7.343,0.007,0.18,1
7.609,0.04,0.181,1
7.609,0.077,0.167,0.998
7.609,0.082,0.164,0.994
7.828,0.064,0.158,1
7.828,0.067,0.16,1.002
7.828,0.076,0.17,0.998
8.062,0.079,0.173,0.999
8.062,0.086,0.167,1.004
8.062,0.091,0.178,0.997
