15.437,0.097,0.183,0.995
15.672,0.088,0.181,0.99
15.672,0.092,0.205,0.992
15.672,0.079,0.201,0.991
15.906,0.052,0.195,0.994
15.906,0.022,0.187,1
15.906,-0.011,0.191,0.998
16.172,-0.044,0.195,1.005
16.172,-0.037,0.216,0.997
16.172,-0.005,0.225,0.999
16.406,-0.02,0.216,1
16.406,-0.033,0.202,0.997
16.406,0.024,0.206,0.998
16.641,0.093,0.253,0.977
16.641,0.107,0.26,0.975
16.641,0.118,0.243,0.983
16.859,0.113,0.208,0.986
16.859,0.126,0.216,0.987
16.859,0.117,0.242,0.986
17.094,0.083,0.229,0.988
17.094,0.091,0.24,0.987
17.094,0.1,0.251,0.986
17.344,0.092,0.243,0.986
